JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2451548.236,3.1,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451549.2069,2.2,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451549.6,2.1,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451555.2958,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451555.3965,2.3,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451556.3069,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451557.2097,2.1,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451557.2264,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451557.2340,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451557.3799,2.4,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451559.4410,2.3,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451563.5,2.1,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451565.312,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.322,2.7,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.333,2.8,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.34,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.344,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.355,3.0,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.36,3.1,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.365,3.2,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.37,3.2,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.375,3.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.381,3.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.39,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.397,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.404,3.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.416,3.1,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.424,3.0,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.431,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.438,2.8,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.456,2.7,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.468,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451565.483,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451567.2020,2.0,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451568.3639,2.7,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451568.4188,2.3,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451568.4194,2.4,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451570.6,2.1,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451574.2340,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451574.2784,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451574.3993,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451574.4270,2.3,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451575.3555,2.3,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451575.3902,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451578.3125,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451578.3333,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451578.3681,2.1,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451580.2653,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451582.5,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.5,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.5,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.5,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.5,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.6,3.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.6,3.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.6,3.2,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.6,3.1,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.7,3.0,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.7,2.9,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.7,2.8,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.7,2.7,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.7,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451582.7,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451585.2472,2.2,,,Vis.,NGZ,H,,,,,,,V,,,,BET PER,,STD,,,,
2451585.2965,2.4,,,Vis.,NGZ,H,,,,,,,V,,,,BET PER,,STD,,,,
2451585.436,3.3,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451586.3833,2.2,,,Vis.,MKW,AU,,,,,,,V,,,,BET PER,,STD,,,,
2451587.2264,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451587.5,2.1,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451588.232,2.5,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.24,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.249,2.7,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.258,2.8,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.265,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.274,3.0,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.285,3.1,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.289,3.2,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.298,3.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.302,3.2,,,Vis.,TLA,B,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451588.308,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.3139,3.0,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451588.316,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.322,3.2,,,Vis.,TLA,B,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451588.322,3.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.3222,3.2,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451588.333,3.2,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.342,3.3,,,Vis.,TLA,B,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451588.347,3.1,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.357,3.0,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.361,3.5,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451588.367,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.374,2.8,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.388,2.7,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.404,3.2,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451588.41,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451588.42,3.0,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451589.2438,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451589.2514,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451589.2556,2.2,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451596.3118,2.3,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451596.3625,2.3,,,Vis.,MKW,AHM,,,,,,,V,,,,BET PER,,STD,,,,
2451598.2576,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451600.2535,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451601.4604,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451601.7,2.1,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451602.2528,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451602.3792,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451602.4181,2.3,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451603.2479,2.2,,,Vis.,NGZ,,,,,,,,V,,,,BET PER,,STD,,,,
2451605.3201,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451605.3222,2.9,,,Vis.,MKW,AU,,,,,,,V,,,,BET PER,,STD,,,,
2451605.4076,2.6,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451607.3493,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451607.4688,2.2,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451608.315,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.327,2.7,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.334,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.347,3.1,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.359,3.2,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.374,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.388,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.41,3.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.424,3.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.436,3.2,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.449,3.1,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.472,2.9,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.481,2.8,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451608.5,2.7,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451608.508,2.6,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2451609.2576,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451615.297,2.7,,,Vis.,TLA,B,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451619.6,2.1,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451621.2771,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451621.3215,2.2,,,Vis.,MKW,AHM,,,,,,,V,,,,BET PER,,STD,,,,
2451621.3771,2.2,,,Vis.,MKW,AHM,,,,,,,V,,,,BET PER,,STD,,,,
2451625.2778,2.3,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451625.2931,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451627.2882,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451627.4451,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451628.445,3.5,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451628.465,3.6,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451628.6,2.3,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451629.2535,2.5,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451634.344,3.0,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451635.5,2.3,,,Vis.,LNZ,A,,,,,,,V,,,,BET PER,,STD,,,,
2451637.3125,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451640.3875,2.7,,,Vis.,MKW,AU,,,,,,,V,,,,BET PER,,STD,,,,
2451641.3056,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451642.3007,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451642.3132,2.1,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451642.4319,2.7,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451643.3285,2.1,,,Vis.,KGG,,,,,,,,V,,,,BET PER,,STD,,,,
2451648.3097,2.2,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451648.3278,2.4,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451656.2931,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451668.3451,2.4,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451749.4319,2.3,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451749.4444,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451750.4507,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451751.4049,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451758.3417,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451760.3347,3.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451761.4458,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451762.4222,2.2,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451762.4250,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451762.4479,2.3,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451765.4083,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451766.4139,2.5,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451769.3938,2.6,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451770.3306,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451782.351,3.3,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451783.3840,2.7,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451783.3840,2.8,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451783.4931,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451790.42,2.8,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451793.3389,2.6,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451793.4132,2.1,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451799.3472,2.2,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451805.4090,2.6,,,Vis.,MKW,AM,,,,,,,V,,,,BET PER,,STD,,,,
2451812.3285,2.4,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451816.327,2.8,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451817.2368,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451823.398,2.93,,,Vis.,MTON,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451823.417,3.13,,,Vis.,MTON,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451823.431,3.23,,,Vis.,MTON,U,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451823.446,3.1,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451823.448,3.23,,,Vis.,MTON,U,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451823.467,3.23,,,Vis.,MTON,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451823.488,3.23,,,Vis.,MTON,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451826.375,3.3,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451834.3715,2.6,,,Vis.,MKW,AMU,,,,,,,V,,,,BET PER,,STD,,,,
2451846.1896,2.2,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451846.342,2.9,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.356,3.1,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.372,3.3,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.384,3.5,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.395,3.3,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.408,3.2,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.42,3.1,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.428,3.0,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451846.447,2.9,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451847.2660,2.6,,,Vis.,MKW,A,,,,,,,V,,,,BET PER,,STD,,,,
2451855.1764,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451866.309,3.1,,,Vis.,TLA,U,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451908.2410,2.0,,,Vis.,MKW,AH,,,,,,,V,,,,BET PER,,STD,,,,
2451909.22,2.3,,,Vis.,MTON,U,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.253,2.3,,,Vis.,MTON,,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.308,2.2,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.323,2.45,,,Vis.,MTON,U,,,SPA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.327,2.4,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.355,2.7,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.377,2.8,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.394,2.9,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.419,3.0,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.442,3.1,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.462,3.6,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451909.475,3.5,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451929.48333,2.7,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.50139,2.9,,,Vis.,SET,,2.9,3.0,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.51042,3.1,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.51944,3.2,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.52778,3.3,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.53819,3.3,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.54931,3.3,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.55972,3.2,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.56806,3.1,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.57639,3.1,,,Vis.,SET,,3.0,3.8,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.58681,3.0,,,Vis.,SET,,2.9,3.0,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.59722,2.9,,,Vis.,SET,,2.9,3.0,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.60694,2.8,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.61875,2.7,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.62917,2.6,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.64236,2.6,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BETA PER,,STD,,,,
2451929.65000,2.5,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BETA PER,,STD,,,,
2451935.3,3.5,,,Vis.,TLA,U,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451941.378,2.1,,,Vis.,TLA,B,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451948.266,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,,STD,,,,
2451950.2935,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451951.251,2.4,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451955.356,3.4,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451958.271,3.1,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451958.302,2.9,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451958.33,3.0,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451958.367,2.8,,,Vis.,TLA,,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451959.314,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451968.2971,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451969.262,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451972.447,2.8,,,Vis.,TLA,B,,,JEI710717,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2451975.238,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451976.2431,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451981.2306,2.7,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451981.2479,2.9,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451981.2625,2.9,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451981.2778,2.7,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2451991.3373,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451996.2673,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2451997.2964,2.2,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
